movie_id,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,plot_keywords,num_critic_for_reviews,duration,director_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
1355,Good Bye Lenin!,Erik Canuel,Colm Feore,Richard Howland,Kurt Loder,Adventure|Fantasy|Horror|Mystery|Thriller,convenience store|digit in title|punctuation in title|violence|witch,180,101,30,6003587,41999,14412,0,226,R,,2003,119,7.5,1.85,0
1356,We Are Your Friends,Wolfgang Becker,Florian Lukas,Chulpan Khamatova,Sarain Boylan,Action|Comedy|Crime|Thriller,border|hockey|killer|police|tattoo,110,88,30,1523883,9037,15,1,70,R,1750211,2005,0,7.8,1.85,0
1357,It's All Gone Pete Tong,Max Joseph,Vanessa Lengies,Emily Ratajkowski,Burghart Klaussner,Drama|Romance,coma|east germany|german democratic republic|germany|heart attack,51,117,31,32800000,34896,3016,1,118,R,40000000,1996,472,4.3,1.85,877
1358,Half Nelson,Michael Dowse,Paul Kaye,Neil Maskell,Jonny Weston,Drama|Music|Romance,box office flop|critically bashed|male objectification|narcissism|wannabe dj,106,113,31,128978,22897,6267,2,61,R,40000000,2007,755,7.1,2.35,0
1359,Ronin,Ryan Fleck,Ryan Gosling,Tristan Mack Wilds,Kate Magowan,Biography|Comedy|Drama|Music,deafness|disappearance|ears|ibiza|musician,63,95,31,2954405,1977,2928,0,64,R,36000000,2000,886,5.3,1.85,133
1360,Reindeer Games,John Frankenheimer,Robert De Niro,Natascha McElhone,Jeff Lima,Drama,bathroom|classroom|dialectics|drugs|student,90,91,31,10214013,23072,1564,2,89,R,35000000,2015,249,5.4,2.35,0
1361,The Howling,John Frankenheimer,Charlize Theron,James Frain,Michael Lonsdale,Action|Adventure|Crime|Thriller,case|ex kgb|ronin|russian|suitcase,95,93,31,5204007,42876,1044,2,167,R,28000000,2001,132,6.3,2.35,0
1362,Farce of the Penguins,Joe Dante,Patrick Macnee,Robert Picardo,Clarence Williams III,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,casino|christmas|christmas season|girlfriend|release from prison,273,97,31,82163317,89101,4692,0,885,R,30000000,2003,782,5.8,2.35,3000
1363,Virtuosity,Bob Saget,Alyson Hannigan,John Stamos,Dee Wallace,Horror,1980s|forest|lycanthrope|shapeshifting|werewolf transformation,114,89,31,32368960,39768,667,0,292,R,25000000,1998,81,5.3,1.85,0
1364,The Prince,Brett Leonard,Denzel Washington,Costas Mandylor,Jim Belushi,Animation|Comedy,flatulence|march|penguin|south pole|spoof,136,97,31,6923891,43867,5519,4,83,R,23000000,2011,2000,6.3,2.35,0
1365,Sorority Boys,Brian A Miller,Bruce Willis,50 Cent,Traci Lords,Action|Crime|Sci-Fi|Thriller,android|ex cop|serial killer|virtual character come to life|virtual reality,91,88,31,65535067,59380,2604,1,202,R,17000000,1999,489,5.7,1.85,0
1366,The Lawnmower Man,Wallace Wolodarsky,Heather Matarazzo,Barry Watson,Jessica Lowndes,Action|Thriller,assassin|fight|mechanic|rescue|rival,160,90,31,26421314,28964,608,0,457,R,15000000,2000,184,4,1.85,949
1367,The Legend of Drunken Master,Brett Leonard,Jeff Fahey,Austin O'Brien,Harland Williams,Comedy,college|cruise|drag|female armpit hair|sorority,28,116,31,,8616,895,2,90,R,8000000,2006,290,7,2.35,758
1368,Circumstance,Chia-Liang Liu,Andy Lau,Anita Mui,Troy Evans,Horror|Sci-Fi,intelligence|science runs amok|scientist|supernatural power|virtual reality,153,121,31,4063859,114407,200,2,225,R,4800000,2003,51,7.7,1.85,11000
1369,Johnny Suede,Maryam Keshavarz,Sarah Kazemy,Reza Sixo Safai,Ho-Sung Pak,Action|Comedy,battle|fight|fighting|martial artist|snake,158,96,31,3590010,20885,3013,0,60,R,2000000,2015,625,6.1,1.85,0
1370,Girls Gone Dead,Tom DiCillo,Brad Pitt,Tina Louise,Sina Amedson,Drama,closeted lesbian|iranian|islamophobia|propaganda|teenager,58,90,31,120620,16828,865,1,67,R,,2004,246,7.4,2.35,0
1371,Butterfly,Michael Hoffman Jr.,Vincent Chimato,John McGlothlin,Nick Cave,Comedy|Music|Romance,idol|musician|vomiting|watching television|wyoming,208,106,31,2694973,70885,33734,2,189,R,700000,2006,519,7.2,1.85,0
1372,The FP,Matt Cimber,Stacy Keach,June Lockhart,Al Sapienza,Comedy|Horror,mini skirt|party|spring break|voyeur|war hammer,149,122,287,41609593,145422,24270,2,572,R,55000000,1998,2000,7.3,2.35,0
1373,World's Greatest Dad,Brandon Trost,Clifton Collins Jr.,Sean Whalen,Stuart Whitman,Crime|Drama,breasts|female frontal nudity|female rear nudity|incest|voyeur,126,124,287,23360779,31113,10838,0,212,R,34000000,2000,1000,5.7,2.35,852
1374,Detention,Bobcat Goldthwait,Robin Williams,Daryl Sabara,James DeBello,Comedy,abbreviation in title|based on short film|competition dancing|dystopia|location in title,161,91,287,17986000,22773,4438,0,195,R,1000000,1981,823,6.6,1.85,0
1375,Half Baked,Joseph Kahn,Josh Hutcherson,Shanley Caswell,Henry Simmons,Comedy|Drama,black comedy|fictional talk show|high school teacher|phony suicide note|teacher,19,80,799,,4322,10727,0,47,R,,2006,2000,4.2,1.85,419
1376,The Holy Girl,Tamra Davis,Dave Chappelle,Harland Williams,Parker Bagley,Comedy|Horror|Sci-Fi,blood splatter|detention|high school|overalls|reference to c. thomas howell,44,106,32,24048000,23579,20772,1,88,R,30000000,1995,723,5.5,2.35,0
1377,Frozen River,Lucrecia Martel,Mia Maestro,Mercedes Moran,Clarence Williams III,Comedy|Crime,bail|diabetic|friend|jail|pharmaceutical lab,46,93,32,,13133,16735,4,101,R,18000000,2014,1000,4.6,2.35,0
1378,Soldier,Courtney Hunt,Charlie McDermott,Michael O'Keefe,Maria Alche,Drama,16 year old|doctor|hotel|tinnitus|title directed by female,53,93,32,10198766,12007,2393,3,105,R,12000000,2002,526,5.4,1.85,507
1379,Resident Evil: Retribution,Paul W.S. Anderson,Connie Nielsen,Sean Pertwee,Misty Upham,Crime|Drama,border|mohawk|money|new york|river,48,140,32,32101000,27800,1109,0,96,R,10000000,1992,211,5.4,1.85,0
1380,Death Race,Paul W.S. Anderson,Milla Jovovich,Boris Kodjoe,Jason Scott Lee,Action|Drama|Sci-Fi,crash survivor|planet|sergeant|soldier|survivor,77,102,32,11546543,34520,768,1,146,R,2000000,1994,147,7.6,2.35,0
1381,Event Horizon,Paul W.S. Anderson,Jason Statham,Max Ryan,Bingbing Li,Action|Horror|Sci-Fi|Thriller,corporation|fight|rescue|umbrella|zombie,76,107,32,439958,6277,509,1,43,R,,2011,127,5.9,2.35,0
1382,Resident Evil: Afterlife,Paul W.S. Anderson,Sean Pertwee,Joely Richardson,Joan Allen,Action|Sci-Fi|Thriller,armored car|car|murder|prison|warden,10,97,32,,3013,11839,0,24,R,500000,1991,422,5.8,1.85,344
1383,Resident Evil,Paul W.S. Anderson,Milla Jovovich,Boris Kodjoe,Kathleen Quinlan,Horror|Sci-Fi|Thriller,solar system|space|spaceship|starship|year 2047,64,104,32,,2012,2102,2,28,R,500000,2012,492,3.5,2.35,0
1384,Criminal,Paul W.S. Anderson,Milla Jovovich,Jaymes Butler,Shawn Roberts,Action|Adventure|Horror|Sci-Fi,alaska|female gunfighter|mutation|ship|siege,15,108,32,,870,1991,0,18,R,,1982,427,4.5,1.85,76
1385,Texas Chainsaw 3D,Ariel Vromen,Gary Oldman,Jordi Molla,Colin Salmon,Action|Horror|Sci-Fi,amnesia|quarantine|special forces|virus|zombie,66,82,32,40557,1389,2046,0,22,R,60000,2011,407,5.6,2.35,0
1386,The Baader Meinhof Complex,John Luessenhop,Gunnar Hansen,Keram Malicki-Sanchez,Doug Cockle,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,cia|husband wife relationship|memory|tied up while barefoot|violence,129,99,800,221210,31964,50542,1,129,R,,2009,640,6.9,1.85,0
1387,Life as a House,Uli Edel,Moritz Bleibtreu,Alexandra Maria Lara,Shaun Sipos,Horror|Thriller,chainsaw|halloween|mansion|massacre|texas,115,93,33,,12520,15014,2,76,R,10000000,2011,383,5.8,2.35,0
1388,The Informers,Irwin Winkler,Ian Somerhalder,Hayden Christensen,Martina Gedeck,Action|Biography|Crime|Drama,bonn germany|failed kidnapping|handcuffs|projectile|terrorist,40,82,33,17278980,48225,2400,0,164,R,8000000,1998,503,6.7,1.85,0
1389,Knockaround Guys,Gregor Jordan,Austin Nichols,Brad Renfro,Kristin Scott Thomas,Drama,cancer|construction|house|house construction|neighbor,78,106,33,304124,2720,358,0,37,R,1400000,2004,5,6.7,1.85,57
1390,Buffalo Soldiers,Brian Koppelman,Vin Diesel,Tom Noonan,Lou Taylor Pucci,Crime|Drama|Thriller,breasts|female nudity|male pubic hair|pubic hair|sex scene,181,97,33,2508841,21746,994,1,93,R,1000000,2008,238,7.2,1.85,0
1391,Broken Horses,Gregor Jordan,Dean Stockwell,Scott Glenn,Kevin Gage,Crime|Drama|Thriller,mob|mobster|money|montana|sheriff,67,99,545,14567883,44248,2542,1,373,R,75000000,1998,722,6,2.35,0
1392,Solitary Man,Vidhu Vinod Chopra,Maria Valverde,Chris Marquette,Leon,Comedy|Crime|Drama|Thriller|War,berlin wall|germany|murder|soldier|specialist,239,96,545,42345531,104831,17913,0,423,R,65000000,2012,1000,5.4,2.35,32000
1393,Romeo Is Bleeding,Brian Koppelman,Jenna Fischer,David Costabile,Chad Bishop,Action|Crime|Drama|Mystery|Thriller,,230,111,545,36064910,166610,28643,4,211,R,45000000,2008,872,6.4,2.35,0
1394,The Iceman,Peter Medak,Gary Oldman,Michael Wincott,Richard Schiff,Comedy|Drama|Romance,aging|hdtv|high definition television|love|marriage,172,130,545,26616590,120416,2525,0,857,R,60000000,1997,585,6.7,2.35,10000
1395,Fascination,Ariel Vromen,Chris Evans,James Franco,Lena Olin,Action|Crime|Drama|Thriller,detective|police|protection|russian|sergeant,253,97,545,60128566,131447,16098,1,410,R,60000000,2010,1000,5.9,2.35,19000
1396,Dinner Rush,Klaus Menzel,Adam Garcia,Jacqueline Bisset,Robert Davi,Biography|Crime|Drama,based on true story|contract killer|crime family|murder of a girl|serial murderer,226,100,545,39532308,198701,17902,0,1138,R,33000000,2002,2000,6.7,1.85,0
1397,Daybreakers,Bob Giraldi,Danny Aiello,Manny Perez,Alice Evans,Mystery|Romance|Thriller,death|love|marriage|secret|suspicion,130,113,34,14268533,17319,10910,2,100,R,31500000,2016,877,6.3,2.35,0
1398,28 Weeks Later,Michael Spierig,Jay Laga'aia,Damien Garvey,Ajay Naidu,Crime|Drama|Romance,detective|food|gangster|police|restaurant,282,92,34,34334256,35131,1945,0,255,R,11000000,2013,333,4.8,2.35,16000
1399,Twin Falls Idaho,Juan Carlos Fresnadillo,Jeremy Renner,Harold Perrineau,Tiffany Lamb,Action|Horror|Sci-Fi|Thriller,blood|rationing|vampire|vampire society|year 2019,160,184,34,476270,29602,1601,2,110,R,20000000,2008,471,7.4,1.85,0
1400,Hudson Hawk,Michael Polish,Sasha Alexander,William Katt,Catherine McCormack,Drama|Horror|Sci-Fi,paris france|rage|sniper|u.s. army|zombie apocalypse,99,125,34,15561627,39105,21622,0,359,R,18000000,2001,4000,7.5,2.35,0
1401,The Punisher,Michael Lehmann,Bruce Willis,James Coburn,Jon Gries,Drama,conjoined twins|independent film|low budget film|separation|twin,97,98,34,,14324,2215,1,93,R,18000000,2008,551,5.1,2.35,1000
1402,The Whole Nine Yards,Jonathan Hensleigh,Laura Harring,Marco St. John,Richard E. Grant,Action|Adventure|Comedy,blackmail|burglar|critically bashed|leonardo da vinci|prison,57,92,34,11632420,19768,15644,1,135,R,,2001,442,6.1,2.35,566
1403,Copycat,Jonathan Lynn,Bruce Willis,Matthew Perry,Eddie Jemison,Action|Crime|Drama|Thriller,death|family reunion|fbi|fbi agent|vigilante,109,98,34,353743,20730,3578,1,111,R,15000000,2001,826,6.9,2.35,664
1404,40 Days and 40 Nights,Jon Amiel,William McNamara,Holly Hunter,Natasha Henstridge,Comedy|Crime,adultery|black humor|dentist|hitman|sex in bed,22,101,34,,1554,2055,0,20,R,15000000,2015,355,5.7,2.35,0
1405,Highlander: Endgame,Michael Lehmann,Emmanuelle Vaugier,Vinessa Shaw,Harry Connick Jr.,Crime|Drama|Mystery|Thriller,agoraphobia|copycat murder|detective|psychologist|serial killer,116,90,34,4360548,13371,2661,7,60,R,15000000,2009,681,6.4,1.85,0
1406,Winnie Mandela,Douglas Aarniokoski,Christopher Lambert,Adrian Paul,Paulo Costanzo,Comedy|Romance,female on male rape|lent|male rear nudity|masturbation|sex,30,100,34,3275585,10735,13160,1,88,R,11500000,1993,721,6.6,1.85,561
1407,My Cousin Vinny,Darrell Roodt,Jennifer Hudson,Wendy Crewson,Adam Copeland,Action|Adventure|Fantasy|Sci-Fi,battle|explosion|immortal|revenge|sequel to cult film,221,106,34,1939441,55567,23187,1,144,R,10000000,2012,11000,6.9,1.85,20000
1408,Wrong Turn,Jonathan Lynn,Fred Gwynne,Bruce McGill,Aubrey Poo,Biography|Drama|History,character name in title|nelson mandela|one word title|reference to winnie mandela|south africa,13,103,34,16066,1207,1789,0,44,R,5000000,2004,522,3.3,2.35,40
1409,Nurse 3D,Rob Schmidt,Kevin Zegers,Lindy Booth,Lane Smith,Comedy|Crime,alabama|jail|judicial system|lawyer|trial,39,99,34,110000,4359,1156,1,73,R,,2000,159,7.3,1.85,495
1410,Little Miss Sunshine,Douglas Aarniokoski,Boris Kodjoe,Katrina Bowden,Julian Richings,Horror|Thriller,forest|mountain|road|stupid victim|west virginia,292,98,35,29975979,105797,189,0,281,R,20000000,2009,37,6.5,2.35,0
1411,No Vacancy,Jonathan Dayton,Steve Carell,Steven Christopher Parker,Kathleen Turner,Horror|Thriller,carnage|female nudity|purple panties|sexual attraction|shaved labia,274,100,35,28637507,212167,11471,1,713,R,15000000,2007,1000,7,1.85,0
1412,The Last Castle,Chris Stokes,Kristen Quintrall,Rachel Sterling,Jill Talley,Comedy|Drama,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,54,111,35,985341,3479,3166,0,87,R,500000,1999,505,7.3,1.85,180
1413,Feardotcom,Rod Lurie,Clifton Collins Jr.,Delroy Lindo,Black Thomas,Horror,motel|psychopath|psychopathic killer|road trip|vomiting,60,100,36,17218080,43376,15944,0,249,R,70000000,1991,773,5.7,1.85,0
1414,Straw Dogs,William Malone,Natascha McElhone,Jeffrey Combs,Michael Irby,Action|Drama|Thriller,colonel|general|military|prison|three star general,192,140,36,33682273,124242,2114,1,622,R,33000000,2004,403,6.5,2.35,4000
1415,House on Haunted Hill,Rod Lurie,Alexander Skarsgard,Laz Alonso,Udo Kier,Crime|Horror|Thriller,bondage gear|bound and gagged|hung by one's wrists|tied to a chair|tied to a table,129,98,36,57262492,90374,17582,4,318,R,24000000,2000,2000,6.7,1.85,0
1416,The Contender,William Malone,Jeffrey Combs,Peter Gallagher,Rhys Coiro,Action|Drama|Thriller,gang rape|panties pulled down|rape|rape victim|sexual humiliation,57,123,36,32051917,42315,12338,0,140,R,20000000,1995,1000,6.6,2.35,0
1417,Our Idiot Brother,Rod Lurie,Jeff Bridges,Gary Oldman,Bridgette Wilson-Sampras,Horror|Mystery|Thriller,billionaire|corpse|eccentric|haunted hospital|haunted house,140,96,36,37939782,62272,3294,0,207,R,17000000,2002,580,5.6,1.85,2000
1418,Police Academy,Jesse Peretz,Zooey Deschanel,Adam Scott,William Petersen,Drama|Thriller,bridge|governor|political thriller|president|vice president,90,101,36,12801190,16340,2764,1,355,R,15000000,2000,786,4.6,2.35,356
1419,Deterrence,Hugh Wilson,Steve Guttenberg,Bubba Smith,Steve Coogan,Comedy|Drama,art model|farmer|jail|nude model|three sisters,17,104,36,,609,801,2,15,R,15000000,2011,248,6,,705
1420,"First Love, Last Rites",Rod Lurie,Kevin Pollak,Kathryn Morris,Michael Winslow,Comedy,misfit|police|police academy|police cadet|police officer,54,120,36,52929168,82743,3280,1,201,R,11000000,1992,655,7.5,1.85,7000
1421,The Men Who Stare at Goats,Jesse Peretz,Robert John Burke,Eli Marienthal,Timothy Hutton,Drama|Thriller,colorado|diner|iraq|nuclear missile|president,191,84,36,15417771,87494,3416,1,540,R,12600000,2003,683,6.1,1.85,0
1422,In the Valley of Elah,Grant Heslov,Kevin Spacey,Jeff Bridges,Natasha Gregson Wagner,Drama|Romance,listening to music|misfit|panties|red panties|sex,129,84,36,,7286,4686,0,75,R,10000000,2013,948,4.6,2.35,0
1423,Crash,Paul Haggis,James Franco,Charlize Theron,Stephen Root,Comedy|War,first person narration|general|hampster|reference to loch ness monster|reporter,270,101,36,59889948,355810,7227,1,889,R,8000000,2006,150,7.9,2.35,15000
1424,Dredd,Paul Haggis,Don Cheadle,Loretta Devine,Barry Corbin,Crime|Drama|Mystery|Thriller,detective|iraq|military|murder investigation|police,14,81,548,,1561,609,0,21,R,4000000,2012,134,4.2,,531
1425,Resident Evil: Apocalypse,Pete Travis,Wood Harris,Jason Cope,Jennifer Esposito,Crime|Drama|Thriller,race relations|racism|racist|social problem|stereotype,110,131,37,18208078,57100,3012,3,281,R,60000000,2001,848,6.9,2.35,0
1426,Hot Tub Time Machine,Alexander Witt,Milla Jovovich,Thomas Kretschmann,Rakie Ayola,Action|Sci-Fi,brutality|dark humor|female antagonist|female warrior|post apocalypse,104,101,37,13208023,17309,4262,1,388,R,42000000,2002,886,3.3,2.35,612
1427,Hot Tub Time Machine 2,Steve Pink,Charlie McDermott,Collette Wolfe,Mike Epps,Action|Horror|Sci-Fi|Thriller,cover up|monster|strong female character|strong female lead|zombie apocalypse,190,110,37,10324441,27117,11431,1,140,R,25000000,2011,826,5.8,2.35,7000
1428,About Last Night,Steve Pink,Adam Scott,Gillian Jacobs,Crystal Lowe,Comedy|Sci-Fi,cheating wife|drug reference|maintenance man|male vomiting|promiscuous woman,147,93,37,40846082,45317,2872,0,536,R,19000000,1999,828,5.6,1.37,0
1429,Trust the Man,Steve Pink,Joe Lo Truglio,Regina Hall,Collette Wolfe,Comedy|Sci-Fi,acid trip|gameshow|hot tub|time lord|time machine,136,126,37,17804273,20449,25660,0,370,R,20000000,2000,10000,7,1.85,1000
1430,The Messenger,Bart Freundlich,Billy Crudup,Garry Shandling,Bryan Callen,Comedy|Romance,bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting,179,90,37,24809547,74875,15710,1,115,R,5000000,2011,3000,6.4,1.85,11000
1431,Tales from the Hood,Oren Moverman,Steve Buscemi,Yaya DaCosta,Dagmara Dominczyk,Comedy|Drama|Romance,actress|lesbianism|manhattan new york city|urination|watching pornography,45,96,37,81200000,87739,3113,0,133,R,4500000,1984,760,6.7,1.85,0
1432,Feast,Rusty Cundieff,Corbin Bernsen,Clarence Williams III,Eamonn Walker,Drama|Romance|War,captain|casualty notification|casualty notification team|sergeant|staff sergeant,29,104,37,144583,2256,1983,0,79,R,800000,1999,573,6.5,1.85,130
1433,Sherrybaby,John Gulager,Krista Allen,Eric Dane,David Alan Grier,Comedy|Horror|Thriller,child abuse|death|drugs|ku klux klan|police brutality,16,94,37,40542,294,751,0,16,R,300000,1997,157,5.5,,26
1434,The To Do List,Laurie Collyer,Brad William Henke,Kate Burton,Henry Rollins,Action|Comedy|Horror|Thriller,bar|bloody body of child|dead boy|monster|vomiting,271,94,293,32416109,109620,32474,0,268,R,25000000,2009,12000,6.2,2.35,15000
1435,Elite Squad,Maggie Carey,Donald Glover,Alia Shawkat,Michelle Hurst,Drama,ex convict|halfway house|nipples visible through clothing|orgasm|parole officer,232,121,549,6777589,60115,24248,2,224,R,,2007,9000,7.2,2.35,0
1436,Don't Say a Word,Jose Padilha,Wagner Moura,Fernanda Machado,Scott Porter,Comedy|Romance,feces in a swimming pool|female vomiting|high school|lifeguard|male objectification,287,115,549,54557348,361169,5732,0,1624,R,6500000,2004,912,7.9,2.35,18000
1437,Impostor,Gary Fleder,Oliver Platt,Jennifer Esposito,Andre Ramiro,Action|Crime|Drama|Thriller,brazil|military police|police|rio de janeiro brazil|slum,432,95,38,13401683,203458,578,0,588,R,35000000,2012,107,7.1,2.35,46000
1438,Kiss the Girls,Gary Fleder,Gary Dourdan,Mekhi Phifer,Conrad Goode,Crime|Drama|Mystery|Thriller,mental institution|post traumatic stress|psychiatrist|vomiting|voyeur,191,98,38,50740078,151580,16791,1,672,R,45000000,2004,919,6.2,2.35,0
1439,Homefront,Gary Fleder,Morgan Freeman,Tony Goldwyn,Tim Guinee,Drama|Mystery|Sci-Fi|Thriller,alien|android|bomb|future|weapon,432,95,38,13401683,203461,578,0,588,R,35000000,2012,107,7.1,2.35,46000
1440,Wild Things,Gary Fleder,Jason Statham,James Franco,Tatyana Ali,Crime|Drama|Mystery|Thriller,detective|kidnapping|punching a heavy bag|serial killer|tied to a tree,265,101,38,50213619,139184,1272,8,243,R,36000000,2010,390,6.4,1.85,12000
1441,Things to Do in Denver When You're Dead,John McNaughton,Bill Murray,Robert Wagner,Frank Grillo,Action|Crime|Drama|Thriller,biker|biker gang|dea|dea agent|fight,107,99,38,12282677,28159,4702,4,96,R,14000000,2015,837,5.1,1.85,0
1442,Little Voice,Gary Fleder,Steve Buscemi,Bill Cobbs,Jeff Perry,Crime|Drama|Mystery|Thriller,erotic thriller|forbidden sex|lesbian sex|sex with a student|taboo sex,90,100,38,48637684,16979,2800,4,42,R,12500000,2014,807,6.1,2.35,0
1443,Something Wicked,Mark Herman,Jim Broadbent,Annette Badland,Treat Williams,Crime|Drama,death|finger gun|video message|what happened to epilogue|wheelchair,100,103,38,1530535,7833,1721,3,63,R,9000000,2005,591,5.7,2.35,215
1444,Boynton Beach Club,Darin Scott,Julian Morris,Shantel VanSanten,Brenda Blethyn,Comedy|Drama|Music|Romance,mother|recluse|shy|singer|talent,217,105,38,66637,29608,14462,0,92,R,6500000,2009,712,7.2,2.35,0
1445,The Crow,Susan Seidelman,Dyan Cannon,Michael Nouri,John Robinson,Drama|Horror|Mystery|Thriller,eugene oregon|independent film|obsession,25,98,38,11797927,4582,3221,0,52,R,6000000,1995,475,6.1,1.85,985
1446,Dark City,Alex Proyas,Michael Wincott,Bai Ling,Brenda Vaccaro,Comedy|Romance,title spoken by character,130,95,38,,25542,170118,0,252,R,3200000,2005,2000,6.4,2.35,0
1447,Hart's War,Alex Proyas,Rufus Sewell,William Hurt,David Patrick Kelly,Action|Drama|Fantasy,back from the dead|crime boss|crow|gothic|vigilante,78,96,38,198407,10282,774,1,78,R,2000000,2006,223,6.6,1.85,474
